,Date,text_headlines
1685,2013-01-17 01:36:00,will 2013 be a year of deals in retail sector
1686,2013-01-14 06:00:00,retailers gather for industry’s ‘mini davos’
1687,2013-01-09 10:01:00,macy's penney downgraded; ross stores raised
1688,2013-01-04 01:29:00,the call on lululemon remains a tug of war
1689,2013-01-03 05:04:00,thursday’s biggest gaining and declining stocks
1690,2013-01-03 02:21:00,retailers start new year on a jittery note
1691,2013-01-03 09:53:00,ross tjx nordstrom shine; family dollar slumps
1692,2013-01-03 08:53:00,us stock futures in post-cliff breather
1693,2013-01-03 08:19:00,gap same-store sales beat view confirms intermix
1694,2013-01-03 08:08:00,gap paying $130 mln in cash for intermix
1695,2013-01-03 08:08:00,gap inc confirms purchase of intermix
1696,2013-01-03 08:04:00,gap inc dec same-store sales up 5percent
1697,2013-01-03 08:03:00,gap inc oks $1 bln share repurchase
1698,2013-01-03 07:51:00,gap to buy luxury fashion retailer intermix wsj
1699,2012-12-31 00:53:00,retailers gird for disappointing december sales
1700,2012-12-27 01:20:00,port strike would threaten spring retail sales
1701,2012-12-26 04:32:00,wednesday’s biggest gaining and declining stocks
1702,2012-12-26 04:09:00,high stakes in retailers' post-christmas hustle
1703,2012-12-24 01:44:00,monday’s biggest gaining and declining stocks
1704,2012-12-21 08:13:00,10 money-making investment ideas for 2013
1705,2012-12-17 06:00:00,5 money moves a true-blue bull is making now
1706,2012-12-11 01:05:00,mid-holiday lull pushes retailers to add to deals
1707,2012-12-11 10:05:00,urban outfitters up on sales; dollar general drops
1708,2012-12-10 11:20:00,gap drops 45percent leading s&p decliners
1709,2012-12-06 04:18:00,lululemon once again proves skeptics wrong
1710,2012-12-05 10:12:00,best buy moves up dividend; lowe's keeps view
1711,2012-12-04 04:37:00,tuesday’s biggest movers; netflix wishes on a star
1712,2012-12-04 04:30:00,us stocks edge lower; fiscal cliff in view
1713,2012-12-04 02:40:00,gap inc down 9percent in afternoon trading
1714,2012-11-29 04:32:00,retailers’ november miss raises holiday stake
1715,2012-11-29 09:58:00,kohl's tiffany slump; coldwater creek jumps
1716,2012-11-29 08:03:00,gap inc november same-store sales up 3percent
1717,2012-11-26 02:41:00,black friday may not save november sales
1718,2012-11-23 02:12:00,friday’s biggest gaining and declining stocks
1719,2012-11-21 10:32:00,black friday countdown it’s retail’s super bowl
1720,2012-11-17 06:01:00,budget talks black friday may sway us stocks
1721,2012-11-16 08:55:00,stock futures up on reported sequester plan
1722,2012-11-15 06:01:00,dell shares decline gap gains after hours
1723,2012-11-15 05:00:00,gap profit jumps 60percent; raises full-year outlook
1724,2012-11-15 04:07:00,gap shares up 37percent after q3 report
1725,2012-11-15 03:30:00,wal-mart retailers signal competitive holiday
1726,2012-11-15 09:50:00,big earnings on thursday wal-mart target dell
1727,2012-11-09 04:32:00,wal-mart home depot may offer holiday signals
1728,2012-11-05 10:08:00,gap may be headed for trouble in 2013
1729,2012-11-05 08:18:00,true religion profit rises 21percent
1730,2012-11-02 05:49:00,can restoration hardware be different this time
1731,2012-11-01 11:34:00,retailers see small sandy impact
1732,2012-11-01 10:02:00,k-swiss surges on smaller loss; zumiez slumps
1733,2012-11-01 08:58:00,gap sees upbeat q3 as same-store sales rise
1734,2012-11-01 08:22:00,gap october sales falls short on old navy
1735,2012-10-16 09:56:00,gap reorganizes; wolverine hurt by europe
1736,2012-10-11 01:53:00,hong kong’s million-dollar retail rent challenge
1737,2012-10-05 09:58:00,avon dollar tree family dollar gap head higher
1738,2012-10-04 05:31:00,updates advisories and surprises
1739,2012-10-04 02:50:00,september sales raise red flags for holidays
1740,2012-10-04 09:55:00,kohl's drops on sales miss; gap up on old navy
1741,2012-10-04 08:27:00,gap sept same-store sales up 6percent beating estimate
1742,2012-10-04 08:21:00,correct gap sept same-store sales up 6percent
1743,2012-10-04 05:00:00,five stocks to watch as september sales roll in
1744,2012-10-03 05:22:00,stocks to watch target  h-p
1745,2012-09-26 11:23:00,japan’s uniqlo looks to conquer nj then us
1746,2012-09-25 07:01:00,investing for globally coordinated inflation
1747,2012-09-24 11:22:00,dow nasdaq hesitate at the range top
1748,2012-09-13 00:54:00,accessories have a leg up on apparel citi
1749,2012-09-13 08:11:00,citigroup rates eight out of 12 retailers as buys
1750,2012-09-13 07:56:00,citi rates sig tif kors aeo rost tjx as buys
1751,2012-09-13 07:56:00,citi initiates coverge of 12 retailers
1752,2012-09-13 07:56:00,urban outfitters coach gap rated neutral by citi
1753,2012-09-13 07:56:00,citi rates ascena limited as buys
1754,2012-09-13 07:56:00,citi rates abercrombie & fitch a sell
1755,2012-09-10 00:21:00,how to find ‘turnaround’ stocks
1756,2012-09-08 10:22:00,gap moves ahead with global expansion
1757,2012-08-30 11:54:00,fashionable kids save august
1758,2012-08-30 08:50:00,gap same-store sales rise 9percent
1759,2012-08-29 05:08:00,stocks to watch thursday tivo pandora ciena
1760,2012-08-29 02:44:00,back-to-school sales to boost retailers
1761,2012-08-25 11:15:00,gap cfo sells entire direct stake
1762,2012-08-17 04:59:00,blue chips s&p 500 gain for 6th straight week
1763,2012-08-17 04:52:00,retailers ann gap among top gainers
1764,2012-08-17 10:13:00,gap leads retail stock gainers
1765,2012-08-17 09:03:00,gap inc up 25percent in premarket
1766,2012-08-17 09:02:00,stock futures flat ahead of confidence data
1767,2012-08-17 07:22:00,hot stocks to watch
1768,2012-08-16 07:04:00,wal-mart perry ellis lead retail sector slide
1769,2012-08-16 06:46:00,marvell shares slump gap higher after hours
1770,2012-08-16 05:19:00,stocks to watch friday aeropostale marvell gap
1771,2012-08-16 04:32:00,gap profit up 29percent; lifts full-year outlook
1772,2012-08-16 04:31:00,updates advisories and surprises
1773,2012-08-16 04:24:00,gap posts 29percent higher profit lifts outlook
1774,2012-08-16 04:08:00,gap shares off 08percent following q2 results
1775,2012-08-16 04:03:00,gap hikes fiscal 2012 eps to $195-$200
1776,2012-08-16 04:02:00,gap q2 revenue $358 bln vs $339 bln
1777,2012-08-16 04:01:00,gap q2 profit 49c a share vs 35c a share
1778,2012-08-16 10:59:00,wal-mart perry ellis lead decliners in retail
1779,2012-08-16 06:57:00,stocks to watch thursday afc agilent ball
1780,2012-08-15 05:52:00,stocks to watch thursday facebook cisco
1781,2012-08-15 05:13:00,retail sector divided by quarterly results
1782,2012-08-11 00:00:00,retail earnings data in investor focus
1783,2012-08-10 08:58:00,sears financial play or retail turnaround
1784,2012-08-02 03:00:00,july sales upside may bode well for back to school
1785,2012-08-02 01:11:00,thursday’s biggest gaining and declining stocks
1786,2012-08-02 11:36:00,july’s mixed blessing for retailers
1787,2012-08-02 09:53:00,gap jumps; abercrombie aeropostale slump
1788,2012-08-02 09:40:00,gap shares rally 10percent in early trade
1789,2012-08-02 08:22:00,gap's july same-store sales soar above estimates
1790,2012-08-02 08:15:00,gap inc's same-store sales rise 10percent in july
1791,2012-08-01 02:06:00,july sales may turn out better than expected
1792,2012-07-28 00:00:00,jobs growth fed take center stage next week
1793,2012-07-26 04:10:00,outlook brighter for crocs other apparel stocks
1794,2012-07-09 02:52:00,billionaire steven cohen’s latest bet
1795,2012-07-05 02:59:00,retailers post worst june sales in three years
1796,2012-07-05 08:19:00,gap same-store sales flat in june
1797,2012-07-05 08:03:00,gap june same-store sales are flat
1798,2012-07-03 01:51:00,june retail sales gain may be smallest in 3 years
1799,2012-06-20 05:02:00,h&m's profit jumps as low prices entice shoppers
1800,2012-06-13 04:11:00,inditex net beats forecasts as expansion continues
1801,2012-06-07 02:21:00,lululemon’s tricky pose
1802,2012-05-31 10:19:00,may same-store sales beat street estimates
1803,2012-05-31 10:16:00,retailers generally post strong same-store sales
1804,2012-05-31 08:31:00,updates advisories and surprises
1805,2012-05-31 08:10:00,gap comparable store sales up 2percent in may
1806,2012-05-31 08:02:00,gap same-store sales up 2percent in may
1807,2012-05-30 05:14:00,retailers seen posting modest sales growth
1808,2012-05-18 10:06:00,foot locker brown shoe up; gap down on view
1809,2012-05-18 06:48:00,stocks to watch friday osiris autodesk marvell
1810,2012-05-17 06:57:00,salesforce climbs facebook prices ipo after hours
1811,2012-05-17 05:06:00,gap q1 same-store sales rise margins decline
1812,2012-05-17 05:01:00,updates advisories and surprises
1813,2012-05-17 04:55:00,gap shares rally 83percent following q1 report
1814,2012-05-17 04:30:00,gap posts 18percent higher per-share profit
1815,2012-05-17 04:01:00,gap q1 revenue $349 bln vs $33 bln
1816,2012-05-17 04:01:00,gap q1 profit 47c a share vs 40c a share
1817,2012-05-17 06:52:00,stocks to watch thursday boyd hollyfrontier
1818,2012-05-15 08:19:00,jc penney swings to loss suspends dividend
1819,2012-05-14 05:26:00,gauging sentiment with wal-mart home depot
1820,2012-05-09 09:55:00,macy's drops on outlook; cost plus jumps on deal
1821,2012-05-03 00:33:00,retail’s same-store sales a lonely number
1822,2012-05-03 09:27:00,april same-store sales are soft at big retailers
1823,2012-05-03 08:45:00,gap shares fall38percent in preopen trade
1824,2012-05-03 08:06:00,gap april same-store sales est down 08percent
1825,2012-05-03 08:06:00,gap sees q1 net of 44c to 46c
1826,2012-05-03 08:06:00,gap's q1 analyst estimate for profit is 40c
1827,2012-05-03 08:06:00,gap april total sales flat at $12 bln
1828,2012-05-03 08:06:00,gap april same-store sales down 2percent
1829,2012-05-01 01:23:00,retailers’ sales expected to slow in april
1830,2012-05-01 10:29:00,sears jumps on forecast; avon drops on result
1831,2012-04-05 02:38:00,easter’s spring blessing for retailers
1832,2012-04-05 00:18:00,another look at top managers’ top picks
1833,2012-04-05 10:40:00,everybody back to gap
1834,2012-04-05 08:28:00,gap target shares rise after sales reports
1835,2012-04-05 08:05:00,gap same-store sales rise 8percent in march
1836,2012-04-05 08:01:00,gap same-store sales up 8percent
1837,2012-04-04 05:00:00,gap to get more teens ringing the register
1838,2012-04-04 03:13:00,march sales to see continued shopper muscle
1839,2012-04-04 10:12:00,gap raised; under armour cut
1840,2012-04-04 00:01:00,gap enters south africa will shoppers follow
1841,2012-04-03 00:45:00,gap ceo's compensation climbs 64percent to $97 million
1842,2012-04-02 09:51:00,avon jumps on coty offer; kohl's gap raised
1843,2012-03-27 03:42:00,not all buybacks are what they seem
1844,2012-03-19 05:41:00,amazon to buy kiva systems for $775 mln
1845,2012-03-19 05:39:00,amazon to buy shipping robotics firm for $775m
1846,2012-03-19 01:16:00,us retailer gap opens first south africa store
1847,2012-03-19 10:15:00,gap upgraded; target to increase dividend
1848,2012-03-15 11:46:00,college-licensed apparel tops sports market
1849,2012-03-01 04:48:00,us stocks start new month higher
1850,2012-03-01 04:47:00,thursday’s biggest gaining & declining stocks
1851,2012-03-01 04:06:00,retailers’ february sales top expectations
1852,2012-03-01 00:14:00,springtime at the mall
1853,2012-03-01 10:01:00,gap buckle zumiez up on sales gain; limited down
1854,2012-03-01 09:38:00,gap inc shares open 95percent higher
1855,2012-03-01 08:32:00,correct gap gains top 10percent in preopen
1856,2012-03-01 08:31:00,gap shares add to rally gain tops 10percent in preopen
1857,2012-03-01 08:11:00,gap same-store sales rise beating estimates
1858,2012-03-01 08:09:00,gap shares rise 66percent after feb sales gains
1859,2012-03-01 08:05:00,gap inc feb same-store sales up 4percent
1860,2012-02-29 05:26:00,stocks to watch thursday petsmart kroger
1861,2012-02-29 11:28:00,february retail sales on track for solid gain
1862,2012-02-29 11:20:00,gap to open more stores in latin america
1863,2012-02-24 03:06:00,apparel sellers face new cost pressures
1864,2012-02-24 09:58:00,gap deckers crocs drop; kenneth cole surges
1865,2012-02-24 09:37:00,gap shares fall 36percent worst on s&p 500
1866,2012-02-23 04:34:00,gap profit down 40percent adds $1 bln buyback
1867,2012-02-23 04:24:00,gap profit drops; it plans buyback dividend
1868,2012-02-23 04:13:00,gap q4 revenue $428 bln vs $436 bln
1869,2012-02-23 04:12:00,gap q4 profit 44c a share vs 60c a share
1870,2012-02-23 04:02:00,gap hikes annual dividend to 50c a share
1871,2012-02-23 04:01:00,gap board approves $1 bln stock buyback program
1872,2012-02-23 06:54:00,stocks to watch thursday onvia vivus target
1873,2012-02-22 05:44:00,stocks to watch thursday h-p target apple
1874,2012-02-17 02:30:00,wal-mart home depot to headline retail earnings
1875,2012-02-02 05:05:00,thursday’s biggest gaining and declining stocks
1876,2012-02-02 04:21:00,zumiez limited target are january sales winners
1877,2012-02-02 10:04:00,gap shares up 10percent abercrombie & fitch down 11percent
1878,2012-02-02 09:36:00,gap shares surge 10percent at open s&p 500 best
1879,2012-02-02 08:40:00,shares of gap inc jump on q4 results
1880,2012-02-02 08:05:00,gap sees q4 net of 41c to 42c ahead of 35c est
1881,2012-02-02 08:04:00,gap inc january same-store sales down 4percent
1882,2012-02-01 03:14:00,january sales likely slower as winter goes missing
1883,2012-01-19 05:30:00,gap's old navy pres leaves for education company
1884,2012-01-06 00:01:00,7 apparel stores hedge funds like
1885,2012-01-05 01:40:00,retailers pay a price to win december sales
1886,2012-01-05 09:57:00,barnes & noble penney target gap decline
1887,2012-01-05 08:09:00,gap same-store sales decline for december
1888,2012-01-05 08:02:00,gap decmeber same-store sales est down 13percent
1889,2012-01-05 08:02:00,gap december same-store sales down 4percent
1890,2012-01-04 05:32:00,stocks to watch thursday zumiez target
1891,2012-01-04 05:12:00,december retail sales gain set to top forecasts
1892,2011-12-30 04:22:00,ross stores dollar tree tjx among 2011 winners
1893,2011-12-23 04:43:00,stocks to watch tuesday cal-maine mead johnson
1894,2011-12-23 02:00:00,mad dash to stores as christmas approaches
1895,2011-12-23 10:05:00,retail stocks flat in countdown to christmas
1896,2011-12-16 10:04:00,retailers gain; quicksilver shares jump 11percent
1897,2011-12-15 11:55:00,cotton prices should spin fatter retailer margins
1898,2011-12-07 05:12:00,india says no to foreign ownership of supermarkets
1899,2011-12-01 03:54:00,november sales foreshadow uncertain season
1900,2011-12-01 08:20:00,gap november same-store sales down 5percent
